fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221022 045109	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	812	1	1	1	0.1	50	0.5	FALSE	102191	0.0464057063838828	0.590154722373746	5150	347	0.0133664504838083	13772	23176000	76
20221022 045303	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	825	1	1	1	0.1	50	0.5	FALSE	102191	0.0249074996014102	0.572793895537127	4232	594	0.0145242448729549	14981	22918000	77
20221022 045507	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	890	1	1	1	0.1	50	0.5	FALSE	102191	0.0539237308170332	0.449750227847509	1081	500	5.23936590005287e-05	13035	22650000	78
20221022 045733	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1933	1	1	1	0.1	50	0.5	FALSE	102191	0.0143747515915975	0.621641650041239	4860	1120	0.0138738075285315	14700	23560000	79
20221022 045811	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	95	1	1	1	0.1	50	0.5	FALSE	102191	0.0922842897166905	0.680907051524148	1153	1025	0.0139549255775474	13908	23704000	80
20221022 050156	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2535	1	1	1	0.1	50	0.5	FALSE	102191	0.00827665745050646	0.262735107277334	3276	801	0.0121702544351485	15146	23388000	81
20221022 050346	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	732	1	1	1	0.1	50	0.5	FALSE	102191	0.023065055039085	0.451805103474204	2474	1686	0.0133314196975755	14260	23800000	82
20221022 050508	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	805	1	1	1	0.1	50	0.5	FALSE	102191	0.0756741159089864	0.210919382581022	1548	1837	0.000180095196199822	12352	22896000	83
20221022 050551	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	299	1	1	1	0.1	50	0.5	FALSE	102191	0.0442059068883164	0.787337473607855	2992	614	0.0154991959718354	14637	23766000	84
20221022 050634	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	498	1	1	1	0.1	50	0.5	FALSE	102191	0.0752088380503701	0.734739436568646	7779	701	0.0152954285996016	14843	23354000	85
